donor,path,sha256,size_bytes,file_type,language,classification,authority_status,semantic_record_ids,notes
aiaw,public/svg/alibaba.svg,8acf50fed1fa3929d4d594e67fc4697f7d015d2df348cbc27e9a982929589f69,1429,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/anthropic.svg,29b3527e790f7c163d441a83d423caca88b839461cdcef0e726106d9b7a3039e,385,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/aperture.svg,df94ce46c0f979dd5fe5aaec5914765eca1b33baddbb7621db426071ecd2f89b,656,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/burncloud-c.svg,02ccdd13e83263bb3dd177c8a5133bffa37258c88799113f1e5b0eb67f875328,1189,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/claude-c.svg,8d87a437a0394dbe949f6f79a6912543bbc3dddcaa7454d09a968685d70c61ba,1713,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/claude.svg,baff9cbc624dc8516a03ec91dfa9f02d0703831aec02bcbe077dbc95b761e99a,1718,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/cohere-c.svg,96cf571efb9883781f248f4df45c15c5d91c0fdc506747e475728656f77fecc6,786,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/deepseek-c.svg,00cf679e976fa1c752fdc531c4c6e15e37ba94407fd03ddd78d7e9ed30a71559,2292,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/deepseek.svg,c3a462ef7fc43e5cc520ef10f9fca2829f09d6f6205921b98c976ed266feedaf,2305,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/doubao-c.svg,74a50ec3fd6e594104abd15c2fd0139f1081e7e4a2b6c0e1039d8f4d3325cea4,1130,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/gemini-c.svg,cf8c6018c29a94fdcc61350e6cbbe799eecc7ea5a6e7edb5755b1aa6f8f129cd,598,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/gemini.svg,7f119e8e620e82ee948b30caac3553549e67c2afe7aff4cbef2ce18d5a86997f,320,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/gemma-c.svg,85a7dc58a5a258ab24e70735e1eb12e1b8c9165bde7e212880dd071d493eef1f,2383,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/gemma.svg,80c309fbda065c53824e585dd50b2b7c7aea1c04a0a2932c24c87363abeb2786,2095,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/github.svg,7c063765df7ca2c893cac209e8d730626e5dfe159fb1064ad360904187fdd1b5,853,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/google-c.svg,3d13e6ab40a362a7ae32bc959e9319556da10e78a14a1d0aeffd3c0861c3adea,937,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/google.svg,e0f18756446e6e4dc2c815f076d1989efcd1d43faf11667f91ffdbef3bf6f464,917,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/grok.svg,975eb5deab268ce6678752a1bebb6d1ab09d23d056dbfedc68d03ffbabb0da10,389,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/groq.svg,29979f2a8491262eee4c35c5302ba036c5e250c79fc61616d37d4e6d9d207820,585,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/huggingface-c.svg,1dfa541dca8a46410b719f6494487ac1f4a4a1c00abf5364a689f0858bf0def1,3824,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/huggingface.svg,4dd2f19192a2ae6dc9534a0261ef6e58efc13feab6e4cec679611cd226e6ca4c,4606,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/kimi-c.svg,2fdfd73d1c58e67df4ebe92203dc800335700dd5d3bdf10fc4723534b0972bdd,668,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/meta-c.svg,ec4d27c799dba1a1def002e620f92ae39f432baa01a2812afefff0c383a7df94,6052,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/meta.svg,f7d771b75c60caf827d5c359a16d69b0f82008803576879557c6c4ec6d612cfe,1752,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/microsoft-c.svg,4d5a687e3ccc23c2624c13e14ae3edc3ae920cd77006504563127294ef0a419b,416,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/mistral-c.svg,c95953a9c913407622933402c969f7e4f72a170b3ff31e62c71c4786f5077005,629,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/mistral.svg,3cf7b0528c5675716722b5e130826745b65226e433c8cb43318bce34cdc7d376,615,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/ollama.svg,7a3e96238feae271546fee432540a178dac126fd27adcdb474ccbbef69461b47,3307,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/openai.svg,d781884ff5f937bc9799a09487fb25230a2ce74c850363920c249b008b83c92e,1724,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/openrouter.svg,43e7412a23aae390ea8d9d4b4da67b3036df7bb538b22c74c36992ba78b8e84a,923,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/qwen-c.svg,bf9ea5f6a4168e27ece3a477acc74e9858c84280f79c2b0f8e8926ac67d4d534,2065,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/qwen.svg,08886eb1ac448fcd6b68e6aad942187761c557223a33c59309e486484b1e32ff,1809,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,public/svg/togetherai-c.svg,63395af4688ec58674bcd55ec2e3d3db6c84fa25eb79b1e0bdb6bb88174fc342,479,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,quasar.config.js,f82c69d9c6e3255d6e673122a69c4bc4d8537168a584b3ba532d86386b1d0548,7650,js,javascript,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,resources/android/icon-background.png,64003d613b98bbf1931468a9d0d63bb60a27d6f26c6d2e5ddefb25c2d89ff51b,8033,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,resources/android/icon-foreground.png,64003d613b98bbf1931468a9d0d63bb60a27d6f26c6d2e5ddefb25c2d89ff51b,8033,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,resources/icon.png,64003d613b98bbf1931468a9d0d63bb60a27d6f26c6d2e5ddefb25c2d89ff51b,8033,png,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,resources/splash-dark.png,78a4c0c0af7a8270e55421bd483e8cc5dc8284285389c0314d85e405ff43a458,182754,png,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,resources/splash.png,5a3aabf96c54aafd6df44477b89444058e218dfca9d541d937b26e033a0d07ce,181029,png,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,scripts/sync-version.js,179aea9519a01c31948a20f42e4ea21612ed7d4558cd3d7fd580659f896cf680,1554,js,javascript,script,authoritative-or-review-required,AW-ROOT,
aiaw,src-backend/app.py,de7a3662b60fc63b9d772fd01480dcbc7dd3b44f724d8f08ce5d021978fdb5db,3475,py,python,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,src-backend/requirements.txt,1c89c20a19618a59f354ea286085a0cbc611398ec742bc2b4cfd7de5cb70fb06,120,txt,unknown,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,src-pwa/custom-service-worker.js,9078d25c491fa81de0ba15c07c75719fe5cc9e255fe139d0c94321a80b76558a,901,js,javascript,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-pwa/manifest.json,734223124d04e4faf7835f5e143a5ce9b7ef462b06f4f8fc23790e5a27aa112c,654,json,json,configuration,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-pwa/pwa-flag.d.ts,5abd49da07434ff2514ab08ca46de02a146d09a3b907e8b7a458c75c8da75e54,366,ts,typescript,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-pwa/register-service-worker.js,a01587dbb982773f153d44fcd2edd311fd2fae465065bc2402f248d60a6d5940,2206,js,javascript,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/.gitignore,646a917f23a3d76736252fac394b218e99c3f2d7f5c4dad9e334563452574cde,86,none,unknown,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/Cargo.lock,81a3111319fc22f44ec81dd795643056f13e8ba8e3aeb06065d66f031fddc662,160234,lock,unknown,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/Cargo.toml,62ff850ad93ca3fc553ebcb411b4aa93baf69699a5dca6560a8358f72e0145ea,1018,toml,toml,configuration,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/build.rs,487059eaf8a947b80f20a9aacac038a5047b2ad69d2401b827376c67d6fe847f,39,rs,rust,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/capabilities/default.json,bcf2641ecf8339e946bb865dfceeb6d5eb8c77705d614b8c692bd63180f3b6f6,1109,json,json,configuration,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/capabilities/desktop.json,eb0abb483e2d018f0a684a2ae27bbd1a63a945996cb2c1059be2da3be6cc5f1f,230,json,json,configuration,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/128x128.png,2da76574d141f739297977d760d5eb80a79ce5333b0b86aac4d9282762315013,5876,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/128x128@2x.png,328b56a7890f1b9029a4c09f4a885d83b580754f3958e740ca116b17605245ef,12299,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/32x32.png,f9abba049c74b7774516ce3745413772a00c96d88144e4e0fa45758d24671a7a,1554,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/64x64.png,2849952dafc8252e9f0a18f42979a2fb608276aa108c43ccc8449365c2f2c2d3,3293,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square107x107Logo.png,0ec014699b98e8424ff4cedb7090c114d0dd75c9246704d817e9d2336d4401c5,5108,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square142x142Logo.png,f00c9aee5cf4867810042850f996182375134f7f88d5b2d56d65b07f5e1a206d,6597,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square150x150Logo.png,ee2c205e15546536cbd26b5cd1be46d2950f846288aceb9984e8f0720e3f3627,7244,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square284x284Logo.png,f115143e8545b75d18cc388c674d70206a16366b2b75c8fd8c7ae7b85f65d4e6,14912,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square30x30Logo.png,c2f67bb9992b33489fe8e1801afead4ae30a8bfc37913b4bb4dc553a2d8c9b7c,1435,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square310x310Logo.png,42026be4c3a514abb5212fc996595ddf1a96160c38f80d3097196866b5874a67,16267,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square44x44Logo.png,3ca148759168e992be92fbf74157619b575743b1c358358f65d14017bd6314c5,2163,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square71x71Logo.png,fa0244179055b03d59623ad4ed4210fcbac94d37df837d6c3130605d0cab7a0e,3503,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/Square89x89Logo.png,f4ca285011dc3fec2b397bcd4379625058bef199355048af86323f78617a92f8,4426,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/StoreLogo.png,6caeabdeab4da93dd6960df56b766f6dbddde04515d3b54e22806d3092255d15,2477,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/icon.icns,aa8918fda42734097c97bda3aa1aa03c50bb84a916bc81816d9935a1121dbf2c,151627,icns,unknown,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/icon.ico,553264bd58287254d1dcebb45e8c0944a860272a354fe0373c7b4c2a50aed7e0,22653,ico,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/icons/icon.png,5f4fb3f3d947620f04821621fa284f8fab20d274be4bd924ec756b1c4c779786,8108,png,unknown,media,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/src/is_deb.rs,2bbe40d9bfa7140ad33635b4bc52f26de0f286efbccb40aec4a6fc625bbfe335,752,rs,rust,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/src/lib.rs,9d10fa6f62f3d77f264dba80ddbfcad4cd537b1a557b1c3be212736f287f3e19,1019,rs,rust,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/src/main.rs,9e40cd32899516c4cefa73a42d1f7ca43142fbcbc05750f9b5946317e436cdcc,212,rs,rust,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/src/stream.rs,f70bac97e5f470cc03281e5a5ffbaa0aaadc09d7d25573b7aef2ecabb723fe73,5448,rs,rust,implementation,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src-tauri/tauri.conf.json,1bf71de2893b227b98f5013c139dc1705a5c99a5fdcf9394311c9b25ff2f1d38,1235,json,json,configuration,authoritative-or-review-required,AW-ROOT;AW-PLATFORM,
aiaw,src/App.vue,c71eaef288bfd653ee0a3504f3491f72b96ef17512217ea223cf4309466805ed,837,vue,unknown,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,src/assets/quasar-logo-vertical.svg,55e9c85406aeadb0ae3898ab1f458c0f62431da7d9241dab59ab3dd3a2a2189c,4456,svg,unknown,media,authoritative-or-review-required,AW-ROOT,
aiaw,src/boot/.gitkeep,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,none,unknown,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,src/boot/global-components.ts,063bcf9e746564b7cb8aee64b79dd92fd217c2472f5231a6e3785f69f34075ea,165,ts,typescript,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,src/boot/i18n.ts,721c849a1173fe91176bff762a08c14beaf504da0f99d2700b8ec246b43db268,2111,ts,typescript,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,src/boot/unocss.ts,f7d3750d9d9e3bb38a6d41ce6c3886a6373048b61a910df17a4712d818ef97f5,17,ts,typescript,implementation,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/AAvatar.vue,5dcfe073512ee14fc8a783ba02f09812705abd8c365a4f0c008cbaef4f37a9aa,1192,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ATip.vue,4f082f38f1d1f99d288f708da48a23b14ef76a6ba67b087f66e826239c12708a,1733,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/AbortableBtn.vue,7480b425f27f3d5147538287daf8adaf0b815a2d423bc8acc2f9f191b0b9a45b,497,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/AccountBtn.vue,b95e1f4dc4d39489e6e758f6b625264ad54b338eba41a94b091ceeea193385d7,607,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/AddInfoBtn.vue,31049e26b7b6626d246f44714048c305eba58a17eb7a01c8b3c6b4419d8c7623,3004,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/AddMcpPluginDialog.vue,3d0681b0d71af7a2773db15d92fba05a6782b43431c14e2ec7e2b05a842633f8,8187,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PLUGINS;AW-MCP;AW-CHAT,
aiaw,src/components/ArtifactItemIcon.vue,c99863d5a9ac76fe6bb2f549fc90cdc4826662b536b8e85c97b52fa8fb292a23,396,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-ARTIFACT,
aiaw,src/components/ArtifactItemMenu.vue,de861bbb27b92a3fcc4abd8d2514a67efb20758eb13e1d6087a964bec170896a,2638,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-ARTIFACT,
aiaw,src/components/ArtifactsExpansion.vue,bff6a11bec5863027c9ff8005f6343011ef42587853baa6462d973cf77d9e058,4511,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-ARTIFACT,
aiaw,src/components/AssistantItem.vue,2ff8b9ab5b7602e1f55bcd744462d46d6890bf4d30ac82f10df061c3d820b4e7,873,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/AssistantsExpansion.vue,7bed44fe19a9acadc1fd8d0f896bd2e88656fec7df03d53baf5e403d7e57fd29,4520,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/AutocompleteInput.vue,61408912c1f925e68e4c14073ae4d6f92a956a3f1320445da58f7b5a55d5bf86,711,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/AvatarPanel.vue,a31f49a28db96d929e95a0889c591ccc44bf67dba317f548b7f46aa05f130fc1,1329,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/CodeJar.vue,1a7f125c52cdcda7ad4b2cbdbded476680d842e2dd742c0784ee82cd05e2d1c3,1984,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ConvertArtifactDialog.vue,c05d36d0d8b396ddb7b63ddbb17636e0f1f5db9080a634a567ccc4927111083d,2224,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-ARTIFACT;AW-CHAT,
aiaw,src/components/CopyBtn.vue,fdc05c791d2d941214604123f2ace9576cd0165200f3a70be85778d9ef9c5564,676,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/CustomProviders.vue,8563a34fb2a84c0921eef6c001c0aa4e49ca9e810f3fed7644284c898a1567a7,2516,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/DarkSwitchBtn.vue,f2a1ba02b8d0bcd92ed540a049dfb2e2250a14d4e192921be2afa1f56966307d,817,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/DialogList.vue,49381556efdfed506425cef448927ab37759713c0c179453a053b00f1f42eac5,3914,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/DialogsExpansion.vue,251d0ae1c4d78146839be1fd01f8057761de9515b3a8ba455801b5a222ad2acc,1274,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/DragableSeparator.vue,ea4f241870815a36a2e32c2922abe55bb3b2c1362fef27fb278be9b19e4297d8,763,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/EnablePluginsItems.vue,765ad0083b45b488fa55290487d46a4d1e2866cc1967503b747356e234bb86e1,2823,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PLUGINS,
aiaw,src/components/EnablePluginsMenu.vue,28775e5ea76a6cd9ab1e433f2510899dc63eeaca7c03c251f16285894fb5c7c3,796,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PLUGINS,
aiaw,src/components/ExportDataDialog.vue,802149ccbe4d017977dff94cb7a3d80db1182e17278b531c4a45739de835beac,1895,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/GetModelList.vue,f01716b39c0fa4176347b59920370118f3fac88114779fff097690afd6791d80,1369,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/HctPreviewCircle.vue,6d800905057be360306571864ae97077e42ab506b33c73bf57ec9717acab90a2,603,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/HintCard.vue,96fd7feb217b645071629e6788bc3d475b75a7ba35c58fb4b4cfec529c4dfe29,291,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/HueSlider.vue,1dc9fdff8664a7a187290d0474c96379471bbd131b939b91f2ecf84a083805b2,411,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/HueSliderDialog.vue,cf86ea3ef5e5cf598cb23189928fc3b9daf93af9a62ab632d68f046fdef6ac83,1587,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/ImageAvatar.vue,416c3de5d64388b73ebd0260b527f28740d74f5898aab95cbe0bb5e490c06fdd,320,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ImageInputArea.vue,292f36b6983043d90e171e321b6d34e0bcfd4567f133ca34d5a65665f94e98bb,1254,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ImportDataDialog.vue,228f66f1d00c54cf1a154b32970c8d1f8fc93f8c9e745ea3711714818ab4cba1,2545,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/InstallPluginBtn.vue,fae4e6955ece4270f1f9bce0d37142bc71ac910498000e1cc0474a7903da45ac,1036,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PLUGINS,
aiaw,src/components/InstalledPlugins.vue,bfd1c9887f56f99ff77b1eb3ec78e39609dcb53deb08aa12837d4408dd6d9d2f,1746,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PLUGINS,
aiaw,src/components/JsonInput.vue,db63d444f1d40f6fbae74436d84cabe6b44f7a5152c4a2f649732e3a14f8c3b3,1191,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/JsonInputDialog.vue,e28d679acabb117b568e687829076ef99af8828a7bfd190047a87c857776fa3c,1506,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/LazyInput.vue,03aade31c05c1fd3514684b44a63f7a1a61c9f9f5e472d2e0d009ba1dd2c3772,221,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ListInput.vue,9417bde7197517a42f83dae7da468dbe74dbb574f227092c43d427b8bccc5e5f,221,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/MenuItem.vue,69ab495454eba88b2b1645b3db2ee7583f1899374c8f754d70820b486fdecf32,377,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/MessageAudio.vue,543916e9aaffbc051918fb34c050b66902264b8b24c17885c7dd4a41219f8dbd,370,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/MessageFile.vue,140faf1f294420ec9d9663bb1891651214a0b1dcccd8b9c1f6d93f4935b4c55b,873,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/MessageImage.vue,331f7be6c251d3364bf212d68df6d15fe967691c06875a4b8bc4d13709b4cbbd,1234,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/MessageInfoDialog.vue,0bba34c6b658f53ece9f98cb61e1cd4862b267c1c7fd8004f678ef8d5b65ed42,2691,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/MessageItem.vue,dd3c1d246ff92db0b0a958412e460d0cecaaf7bff7551a6811ea87a32e0012b2,18327,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/MigrationAlertDialog.vue,0a286a105c97a621dafdb936c43795999f23eff9307ca9c6940358c229946fb0,1084,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/ModelDragSortDialog.vue,f1b2fa74f65e632d946072f10ef6e3c2665c5a767c06cf73a69850c6a8192d50,1781,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/ModelInputItems.vue,f4db445a8998de91f4f169c1589db4f11b1ad2227b682188e9b7bf496930475d,2423,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ModelItem.vue,e88bf1fa74f0f6a63fd9ac4d34cc945c3a5f273d182a522e76350d9379b175bf,1977,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ModelsInput.vue,d45f1149583de8b8e6360e99b1c4809df3f364329bfaf0773c6c95974c4ecd96,814,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/ParseFilesDialog.vue,4dfec1ff08fb71298ccd15ad25af2439b223be42bc026169f662210abc53469e,5385,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/PayDialog.vue,27f80b74d728f007271b9b6dce7432eee504c9d6925661fbdf627d4461dc18d6,1256,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/PayMethodItem.vue,93feba724d389316e7f1b932cf317e171917c3151ec48d0b75efca622fe73c37,569,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/PickAvatarDialog.vue,100ee623202cc62045cae11b9e0279a4a350148be73df192f69bae15b8352057,8037,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-CHAT,
aiaw,src/components/PlatformEnabledInput.vue,02a7d181e0aee09a35ddf480260618ef90f1c7e47e9adfabf285bb769c3e6b28,615,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
aiaw,src/components/PluginTypeBadge.vue,b7bc499f31f43da2929b57605a9c4b3a5d55673b9858ad7f19e6d7e5e2da371f,878,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PLUGINS,
aiaw,src/components/PromptVarEditor.vue,a89aaa0f7dd94a29f0220f9e1c46050cbed43f31ffdb1e6147870ce13f8552c6,663,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PROMPT,
aiaw,src/components/PromptVarInput.vue,3dd63a81aa4ad162ce5131eca0377ecaa17fe3bdc174c2ea46f297b4995ad53b,772,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PROMPT,
aiaw,src/components/PromptVarItem.vue,1d21c26b769708065caba95644267f809cee6cbd59cc6fd45d32b6e88176d518,2189,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT;AW-PROMPT,
aiaw,src/components/ProviderInputItems.vue,d540b8f022c660837d2a09a32b4b301d8a781b6dd7a76ddd08fc3dd569a0dcec,2153,vue,unknown,ui-or-product,authoritative-or-review-required,AW-ROOT,
